i,timestamp,side,entry,R,hold_bars
37711,2025-04-27 04:31:00,short,94210.0,0.0,226
37742,2025-04-27 05:02:00,short,94078.51,0.0,80
37773,2025-04-27 05:33:00,short,93897.48,0.0,1324
37806,2025-04-27 06:06:00,short,94000.01,0.0,1326
37837,2025-04-27 06:37:00,short,93951.47,-0.596477837106008,724
37904,2025-04-27 07:44:00,short,94059.99,0.0,374
37942,2025-04-27 08:22:00,long,94173.92,-0.8769747674780569,248
38014,2025-04-27 09:34:00,short,94169.58,0.054486241931357565,285
38045,2025-04-27 10:05:00,short,94119.09,0.0,254
38076,2025-04-27 10:36:00,short,94015.31,0.0,186
38115,2025-04-27 11:15:00,short,93976.44,0.0,144
38162,2025-04-27 12:02:00,short,93881.67,-0.6594951543461599,373
38193,2025-04-27 12:33:00,short,93731.34,-0.9791599009028518,106
38224,2025-04-27 13:04:00,short,93805.89,-0.8054559449154778,338
38255,2025-04-27 13:35:00,short,93928.93,0.0,868
38295,2025-04-27 14:15:00,short,93971.62,-0.6942767421943711,449
38326,2025-04-27 14:46:00,short,94009.98,-0.6002656199973885,293
38357,2025-04-27 15:17:00,short,93901.51,-0.6763137393483355,199
38388,2025-04-27 15:48:00,short,93891.34,-0.7031894474619248,167
38419,2025-04-27 16:19:00,short,93798.04,-1.0,116
38451,2025-04-27 16:51:00,short,93904.76,-0.7066579111198568,104
38487,2025-04-27 17:27:00,short,94076.81,0.0,660
38523,2025-04-27 18:03:00,short,93991.81,-1.0000000000000138,96
38554,2025-04-27 18:34:00,short,94233.08,3.0,408
38585,2025-04-27 19:05:00,short,94264.92,3.0,375
38628,2025-04-27 19:48:00,short,94421.12,3.0,323
38659,2025-04-27 20:19:00,short,94325.43,3.0,301
38696,2025-04-27 20:56:00,short,94304.34,3.0,255
38727,2025-04-27 21:27:00,short,94356.0,3.0,162
38758,2025-04-27 21:58:00,short,94372.01,3.0,204
38789,2025-04-27 22:29:00,short,93810.43,0.0,303
38820,2025-04-27 23:00:00,short,93875.41,0.0,272
38851,2025-04-27 23:31:00,short,93805.76,0.0,233
38887,2025-04-28 00:07:00,short,93519.71,0.0,145
38918,2025-04-28 00:38:00,short,93625.01,-0.46297382244862395,325
38952,2025-04-28 01:12:00,short,93277.07,-0.7190862136755057,255
38987,2025-04-28 01:47:00,short,92949.5,-0.9456734770255023,295
39041,2025-04-28 02:41:00,short,93501.9,-0.9301118472841802,256
39073,2025-04-28 03:13:00,short,93565.22,-1.0,209
39106,2025-04-28 03:46:00,short,93864.96,-0.9533768320592021,259
39171,2025-04-28 04:51:00,short,94043.47,-0.8978006820669543,126
39224,2025-04-28 05:44:00,short,94171.0,-0.9522481895110972,290
39274,2025-04-28 06:34:00,short,94349.88,-1.0000000000000044,243
39325,2025-04-28 07:25:00,short,94655.84,-0.8839319228410315,224
39443,2025-04-28 09:23:00,long,94716.99,0.0,254
39488,2025-04-28 10:08:00,short,94762.57,-0.7529578637324246,61
39536,2025-04-28 10:56:00,long,95043.48,-0.6808931324754193,265
39586,2025-04-28 11:46:00,short,95301.72,0.6235179198209837,453
39623,2025-04-28 12:23:00,short,95227.33,0.3633989746538655,420
39655,2025-04-28 12:55:00,long,95317.61,-0.9337918584338094,60
39693,2025-04-28 13:33:00,short,94909.99,0.0,371
39732,2025-04-28 14:12:00,short,94499.99,0.5415832132227766,2881
39834,2025-04-28 15:54:00,long,93660.14,0.0851108872439585,1877
39974,2025-04-28 18:14:00,short,93809.86,-0.9995733258859284,50
40007,2025-04-28 18:47:00,long,94104.5,0.49791973977835124,604
40038,2025-04-28 19:18:00,long,94596.97,0.0,452
40139,2025-04-28 20:59:00,short,94469.67,-0.7425149888959583,127
40175,2025-04-28 21:35:00,short,94345.87,-0.9086024952824493,73
40223,2025-04-28 22:23:00,short,94511.99,-0.9926306967603673,142
40317,2025-04-28 23:57:00,short,94952.39,0.0,473
